sleep_hours,study_hours,screen_time_hours,social_media_hours,physical_activity_minutes,caffeine_intake_mg,mood_score,fatigue_level,assignment_load,deadline_pressure,social_interaction_score,financial_worry_score,health_condition_score,stress_level
6.53,3.21,4.69,2.64,46,196,4,6,5,7,7,7,6,Medium
8.53,2.97,5.36,1.71,22,319,4,5,4,6,6,5,5,Medium
7.84,5.06,3.41,2.3,44,171,4,6,9,5,8,1,6,Medium
7.37,5.55,4.64,1.1,24,215,7,4,5,5,5,6,9,Medium
8.19,3.24,4.91,2.24,38,217,7,4,5,4,7,2,5,Medium
6.45,7.45,5.79,1.68,5,330,6,5,8,8,4,5,5,Medium
7.1,7.81,3.59,1.98,0,268,4,5,7,10,6,7,5,Medium
6.46,5.63,5.71,2.51,25,119,5,8,8,9,7,4,5,Medium
7.16,5.65,4.78,2.18,13,306,3,6,8,10,9,4,5,Medium
5.82,5.25,4.99,1.33,19,232,2,7,9,9,6,3,6,Medium
6.79,5.25,4.93,2.24,33,266,6,6,10,10,6,5,5,Medium
6.23,5.01,3.33,1.48,40,247,4,7,9,7,4,4,6,Medium
6.8,6.51,4.38,1.8,0,329,2,7,10,8,6,3,6,Medium
7.75,4.17,4.73,1.74,8,196,3,7,5,5,5,4,5,Medium
7.57,3.38,3.65,1.53,39,226,4,6,7,7,8,1,7,Medium
7.71,1.33,4.17,2.41,38,226,5,4,5,5,8,4,7,Medium
8.31,3.41,3.33,3.01,30,216,4,4,9,7,6,6,7,Medium
6.6,3.96,4.52,1.7,41,110,4,5,6,6,7,3,6,Medium
6.54,5.22,3.38,1.08,38,324,3,6,4,6,6,1,8,Medium
7.18,2.07,4.38,0.97,66,127,3,6,8,7,8,2,6,Medium
7.79,3.13,4.42,3.15,32,277,4,6,5,5,7,5,6,Medium
7.19,3.03,1.58,1.58,42,226,5,5,8,9,6,4,7,Medium
8.19,4.6,4.06,3.78,37,185,5,6,6,5,9,4,6,Medium
8.26,4.67,4.03,1.75,31,256,5,3,5,6,8,4,7,Low
6.83,2.55,4.29,2.54,46,238,4,7,5,7,7,4,6,Medium
7.15,3.03,3.24,2.47,0,203,4,5,7,6,7,4,6,Medium
8.42,4.03,7.3,4.08,14,114,6,5,2,3,7,4,9,Low
9.05,3.25,6.45,4.29,48,100,3,6,3,4,9,7,7,Medium
8.16,2.47,7.97,3.1,49,106,2,6,4,8,9,5,7,Medium
8.81,2.5,7.57,2.86,0,118,5,7,3,8,9,7,6,Medium
8.13,3.78,7.57,3.34,37,116,2,6,5,6,6,5,5,Medium
8.48,2.28,7.37,4.91,47,169,3,5,1,6,8,5,6,Medium
9.36,4.35,6.15,3.76,32,97,4,7,4,4,7,5,5,Medium
7.92,3.24,6.26,3.74,17,114,4,4,4,1,7,7,8,Medium
8.14,1.98,7.56,4.03,27,178,5,6,4,4,7,4,6,Medium
8.34,2.98,7.66,3.83,30,130,7,4,3,4,6,6,7,Medium
8.05,4.17,7.73,3.89,31,78,2,7,4,4,7,6,5,Medium
8.16,5.06,5.1,3.5,8,0,6,5,4,5,5,9,5,Medium
7.4,2.82,6.14,3.36,29,145,2,8,6,5,6,3,5,Medium
7.39,2.14,6.51,2.51,47,156,7,3,5,5,8,4,10,Low
9.41,4.7,6.79,4.41,38,229,4,4,8,5,4,8,9,Medium
9.02,3.91,6.05,4.42,18,199,6,3,5,3,7,5,8,Low
8.88,2.6,7.22,4.06,17,142,10,7,4,4,8,4,7,Medium
8.58,2.53,5.41,3.78,41,57,6,5,6,4,6,5,7,Medium
9.22,3.54,6.26,5.04,30,211,3,7,6,5,7,7,5,Medium
8.78,3.42,7.23,3.17,45,76,4,4,5,2,10,6,7,Medium
8.47,3.59,4.26,4.12,22,200,3,7,8,4,5,5,5,Medium
7.98,3.13,8.19,3.71,25,175,2,6,4,5,8,7,7,Medium
8.74,2.27,7.36,4.55,40,109,7,4,3,2,6,5,8,Low
8.69,2.89,6.84,3.87,45,125,6,5,3,4,6,8,4,Medium
7.72,3.66,8.02,3.1,27,163,6,6,3,5,4,6,8,Medium
9.1,1.8,5.55,3.95,17,189,6,6,4,2,3,7,5,Low
8.04,3.13,6.27,2.79,28,126,5,4,4,1,5,5,7,Medium
8.35,5.46,9.87,4.71,32,107,4,6,7,6,3,4,5,Medium
7.55,6.81,7.78,2.62,13,161,5,7,6,6,5,4,6,Medium
9.13,5.89,8.62,4.44,24,183,6,4,7,9,5,5,7,Medium
7.36,1.13,9.45,3.63,4,283,5,8,5,6,9,5,5,Medium
8.33,4.96,6.09,4.07,22,221,4,7,9,8,6,6,5,High
7.77,6.29,5.65,4.52,27,130,3,7,4,8,5,7,6,Medium
8.23,6.62,7.98,3.5,23,339,6,6,8,8,7,6,6,Medium
8.02,5.57,6.47,6.47,28,97,3,6,5,3,8,5,7,Medium
7.79,4.35,5.47,3.19,31,133,6,3,4,3,8,5,7,Low
8.15,2.14,8.26,3.84,28,90,6,5,6,6,8,4,5,Medium
8.48,4.53,6.81,4.9,24,118,5,3,5,7,6,5,8,Medium
8.44,2.69,5.28,2.96,10,158,5,6,8,1,6,8,6,Medium
7.83,3.74,6.87,5.11,26,201,4,4,6,3,4,6,6,Medium
8.27,2.88,5.25,3.71,44,58,5,5,3,5,6,8,8,Medium
7.53,3.3,8.89,3.9,17,147,3,8,6,5,2,7,4,Medium
7.9,4.59,5.35,2.73,37,191,7,5,7,5,8,6,6,Medium
9.76,3.45,7.32,3.59,30,170,5,5,4,4,6,6,7,Medium
9.18,2.71,7.18,4.08,30,168,5,5,6,3,9,6,7,Medium
7.99,4.85,5.92,3.93,33,140,4,6,6,1,9,3,6,Medium
8.23,1.9,7.8,2.61,38,145,7,4,7,6,7,4,6,Medium
8.65,5.87,6.63,4.33,17,96,7,3,3,2,10,5,6,Low
8.14,3.28,5.7,4.03,50,210,5,6,5,8,7,4,8,Medium
6.93,3.42,5.8,3.42,30,241,4,6,6,2,7,6,5,Medium
7.71,2.18,8.73,2.98,54,190,4,6,3,5,3,3,7,Medium
8.46,3.46,4.52,4.52,45,116,6,6,4,3,6,6,6,Medium
8.86,1.77,7.73,3.78,41,176,5,7,6,5,6,5,5,Medium
7.22,0.93,6.9,3.53,0,102,5,5,4,5,5,8,4,Medium
7.94,4.54,5.54,2.86,37,106,5,4,4,4,8,6,8,Low
8.41,2.56,6.39,3.26,37,194,4,8,4,4,8,8,6,Medium
7.48,2.04,6.44,3.84,21,185,4,6,5,4,3,6,6,Medium
7.61,2.8,7.36,3.56,25,145,5,6,6,5,6,7,8,Medium
8.01,2.35,6.33,4.7,39,129,6,4,4,4,9,7,5,Low
7.67,2.72,7.24,2.95,7,55,7,5,6,4,5,4,6,Medium
8.17,3.79,7.73,3.76,38,145,6,3,5,4,5,10,8,Medium
8.68,5.69,5.55,4.77,42,124,4,4,4,4,8,6,6,Medium
7.06,2.71,5.43,2.98,15,107,4,6,6,4,5,6,6,Low
7.22,2.39,5.8,3.54,31,122,7,5,5,3,7,3,7,Low
9.27,2.83,7.6,3.95,33,143,4,7,4,5,6,4,6,Medium
8.31,0.83,9.52,3.78,23,143,3,7,4,5,8,3,5,Medium
8.19,3.92,7.01,3.66,36,145,5,7,5,6,5,5,7,Medium
6.32,2.13,5.88,4.79,34,270,6,6,3,3,5,6,6,Medium
7.58,2.04,7.63,2.52,35,56,4,7,6,2,5,5,8,Medium
7.67,5.9,8.54,2.95,38,221,4,7,8,4,9,4,7,Medium
7.2,5.16,8.09,3.59,15,170,3,6,7,8,5,4,7,Medium
9.06,4.35,8.63,3.29,29,150,5,8,8,6,6,6,5,Medium
8.83,3.65,7.69,4.0,44,207,5,7,7,7,8,5,7,Medium
9.18,5.88,8.98,3.45,46,210,7,7,6,5,6,6,4,Medium
7.71,5.06,7.2,2.91,14,301,4,7,6,6,5,6,6,Medium
6.66,4.97,8.9,3.26,3,254,4,8,8,6,5,3,2,Medium
7.34,5.38,6.5,4.19,49,251,6,7,6,10,6,6,5,Medium
7.48,3.99,6.84,2.81,48,64,6,3,5,6,3,6,7,Medium
7.83,3.13,6.06,3.54,32,167,6,5,4,1,6,6,4,Low
8.08,3.4,7.79,3.98,45,118,7,3,5,3,8,6,7,Medium
8.66,2.35,6.59,4.9,10,114,10,3,5,7,6,4,7,Medium
7.99,2.17,7.36,3.59,43,72,5,5,6,5,6,5,8,Medium
8.95,3.94,5.12,3.65,35,180,8,3,6,4,5,8,7,Medium
9.01,4.08,5.65,3.05,31,90,8,4,4,4,6,5,6,Medium
7.97,2.03,7.75,3.44,38,186,2,5,7,6,5,6,5,Medium
8.07,1.9,7.66,4.82,15,136,6,3,6,3,6,5,8,Medium
8.16,2.37,6.61,4.55,47,266,5,4,4,6,6,5,7,Medium
8.76,5.94,6.03,3.76,35,195,6,6,5,6,5,5,7,Medium
8.29,4.19,7.13,3.28,7,89,3,6,5,4,6,5,7,Medium
8.32,4.27,4.49,2.31,77,27,6,5,8,4,7,5,6,Medium
7.91,2.71,7.51,3.9,51,193,5,5,7,5,10,7,8,Medium
8.65,4.96,4.98,3.44,68,54,4,5,6,7,4,5,5,Medium
7.5,3.06,7.05,2.38,67,81,5,6,7,6,8,3,6,Medium
6.82,6.19,5.04,2.84,62,115,4,5,8,7,6,5,6,Medium
6.98,4.19,5.63,2.06,61,125,5,3,5,7,4,7,7,Medium
7.61,4.52,5.34,2.84,77,118,7,3,8,7,7,6,8,Medium
6.41,4.45,5.68,4.18,62,119,5,8,5,4,6,4,4,Medium
7.46,1.9,6.17,2.44,48,48,6,5,8,7,7,4,6,Medium
9.28,2.58,5.32,2.48,54,46,7,6,6,4,7,3,6,Low
7.42,5.16,4.25,3.69,50,56,4,6,7,7,10,4,7,Medium
6.78,3.83,6.1,3.9,50,197,5,7,7,5,8,6,8,Medium
7.34,2.77,4.59,3.57,62,133,4,5,7,6,6,7,9,Medium
6.76,4.77,4.13,2.7,46,108,5,5,5,5,5,5,6,Medium
8.73,4.59,5.55,3.16,43,63,5,6,7,8,5,8,4,Medium
6.89,4.83,6.08,4.47,46,43,2,6,5,6,7,6,6,Medium
7.36,3.23,5.03,3.18,31,197,5,4,8,6,8,5,6,Medium
7.0,4.11,5.85,2.84,40,122,5,6,5,6,6,6,7,Medium
7.42,3.49,5.53,3.38,55,106,5,6,5,5,2,1,5,Medium
7.28,3.41,5.42,2.8,57,181,6,5,8,2,5,8,7,Medium
6.28,3.91,5.31,2.23,63,228,3,8,3,5,6,6,5,Medium
7.3,3.54,4.19,2.57,53,153,4,6,7,6,7,5,7,Medium
7.93,3.97,7.44,2.79,47,105,4,4,4,5,6,5,6,Medium
7.7,3.21,5.79,3.88,57,202,4,5,7,4,10,5,6,Medium
6.56,4.76,5.29,3.16,56,30,6,6,5,7,5,3,5,Medium
7.7,3.8,4.54,2.2,68,52,5,4,3,7,6,3,7,Medium
7.12,1.63,6.64,3.37,29,153,4,7,6,5,10,4,6,Medium
6.28,5.46,7.06,4.31,42,149,10,7,8,8,9,5,6,Medium
6.83,5.73,5.15,2.84,42,154,4,7,7,9,2,7,6,Medium
7.99,5.81,6.77,2.8,40,181,2,6,10,7,8,3,5,Medium
6.18,4.57,5.81,1.96,50,169,6,8,9,7,5,6,6,Medium
5.17,6.3,7.98,1.86,54,203,4,8,10,8,2,4,6,High
7.04,5.7,7.46,3.55,18,87,8,5,9,6,6,3,4,Medium
6.36,6.99,6.37,3.21,47,217,2,6,9,8,8,4,7,Medium
7.49,6.26,5.49,2.39,48,164,4,5,5,8,10,4,7,Medium
6.34,3.15,6.03,1.99,69,59,7,7,6,5,5,4,6,Medium
7.18,3.37,5.14,3.65,58,61,3,7,9,5,7,5,6,Medium
7.65,1.65,5.94,3.7,42,77,5,5,2,5,6,7,5,Low
7.11,3.87,6.33,2.8,45,0,4,6,7,4,6,4,5,Medium
6.84,3.59,5.37,3.64,71,60,5,6,6,7,5,5,5,Medium
5.4,3.11,5.52,2.67,55,144,4,7,7,6,9,3,5,Medium
7.18,3.32,3.61,2.22,65,92,5,5,7,4,10,4,7,Medium
6.0,4.74,4.38,3.13,41,66,6,3,9,6,6,5,6,Medium
6.57,2.58,7.13,2.92,50,0,6,4,6,6,8,5,6,Medium
7.11,2.01,6.51,3.61,62,153,5,6,5,8,9,6,5,Medium
6.55,4.85,5.82,2.93,41,107,5,5,4,5,5,3,5,Medium
6.6,4.52,6.12,2.15,40,106,3,7,7,5,7,5,7,Medium
6.18,2.26,5.51,2.64,69,80,6,6,6,7,7,7,8,Medium
8.56,3.42,4.99,1.73,53,170,5,6,4,5,9,4,7,Medium
6.4,3.56,5.58,2.62,54,40,3,7,8,8,6,7,8,Medium
6.96,3.82,4.9,3.36,50,106,7,5,5,4,6,5,8,Medium
6.06,6.13,4.95,3.32,35,55,7,6,5,3,5,4,7,Medium
7.03,4.61,5.91,2.89,50,33,5,5,6,8,5,4,5,Medium
7.37,4.27,5.54,2.44,69,3,5,5,5,7,6,5,6,Medium
8.21,1.99,6.27,3.66,38,130,7,4,6,8,7,4,8,Medium
7.46,4.06,5.2,2.58,50,91,5,5,7,6,6,5,8,Medium
6.62,5.41,4.49,3.04,59,123,4,5,5,5,6,3,7,Medium
7.1,4.29,6.42,3.39,51,44,5,6,5,5,10,7,6,Medium
6.69,4.22,5.69,2.77,40,80,2,6,6,6,6,5,5,Medium
8.72,3.83,6.62,2.5,62,144,6,4,8,5,7,4,7,Medium
7.24,3.37,5.87,1.98,55,45,5,6,5,8,8,3,7,Medium
6.7,4.39,4.62,2.54,68,159,3,5,5,7,4,4,7,Medium
6.54,4.19,5.63,3.24,56,134,4,5,6,7,6,2,7,Medium
6.78,4.14,6.62,3.72,41,110,4,6,6,4,6,4,5,Medium
6.79,3.52,6.75,2.59,34,106,4,5,7,7,7,4,6,Medium
7.41,3.03,5.18,4.34,50,94,5,5,4,4,8,3,7,Medium
7.11,5.08,4.95,3.1,56,53,6,4,7,8,7,3,8,Medium
5.91,1.96,5.96,2.25,41,82,4,7,7,5,6,4,6,Medium
7.53,4.14,4.17,2.1,45,161,5,7,6,7,6,7,6,Medium
7.11,4.17,7.53,2.29,31,215,2,7,7,8,8,6,5,Medium
6.37,4.72,5.97,2.62,42,151,5,7,6,10,3,2,8,Medium
5.37,4.58,4.97,2.87,40,141,4,6,7,8,5,5,6,Medium
7.38,4.89,5.67,2.86,28,106,3,6,9,7,7,6,5,Medium
6.18,6.35,7.57,2.64,49,203,6,6,8,10,2,5,7,Medium
6.22,5.0,6.02,2.84,40,6,4,7,8,8,5,5,6,Medium
7.9,3.93,4.83,2.73,58,162,4,7,9,6,4,4,5,Medium
6.41,5.45,6.43,1.91,32,184,4,7,10,6,10,6,5,Medium
6.51,4.75,4.25,3.7,75,0,5,4,5,6,4,2,7,Medium
6.84,3.68,5.61,3.58,60,109,7,6,5,4,9,5,6,Medium
5.82,4.93,5.39,3.43,42,0,1,8,6,7,4,4,6,Medium
6.89,3.41,7.64,2.07,47,103,4,7,6,7,2,3,6,Medium
7.75,6.44,5.34,2.84,61,24,5,4,6,6,5,7,8,Medium
7.98,3.65,5.2,2.97,49,0,5,5,7,7,3,4,6,Medium
6.64,5.76,5.6,2.58,44,90,6,5,3,7,9,2,6,Medium
7.07,3.73,5.12,1.58,42,33,5,5,7,8,7,4,6,Medium
7.04,1.81,7.64,3.52,50,43,6,5,6,4,5,7,6,Low
6.36,4.57,5.04,3.11,50,4,5,7,9,7,5,9,5,Medium
6.94,3.83,6.06,2.31,56,5,4,7,8,8,5,5,6,Medium
6.22,2.23,7.11,3.81,12,230,4,6,7,4,7,4,4,Medium
5.41,3.22,7.2,2.12,31,192,5,7,6,3,5,9,7,Medium
5.75,1.22,5.99,3.52,24,109,4,6,6,5,8,6,5,Medium
6.14,1.55,6.93,2.6,25,173,3,7,7,6,5,5,5,Medium
5.71,2.09,6.95,3.33,38,49,6,6,4,5,7,5,6,Medium
6.39,1.66,5.01,3.65,37,9,3,4,5,6,4,7,7,Medium
5.29,3.12,3.62,3.53,14,112,5,7,3,6,8,5,7,Medium
6.29,1.29,5.18,2.33,10,131,5,6,6,6,7,9,6,Medium
6.88,1.29,5.07,3.62,35,162,5,6,5,4,5,8,5,Medium
6.61,1.1,7.12,3.6,0,96,4,7,6,2,5,4,5,Medium
5.44,3.17,6.03,3.55,26,0,5,8,6,4,3,8,7,Medium
5.9,2.44,4.22,2.79,31,153,6,7,6,4,6,7,8,Medium
5.9,2.55,4.9,3.22,33,118,6,5,2,5,7,5,8,Medium
7.17,0.52,5.81,2.49,32,108,3,7,4,4,7,6,6,Medium
5.68,3.97,5.4,2.92,25,64,6,5,6,7,5,3,6,Medium
5.66,0.95,7.09,3.95,6,69,5,5,5,5,7,7,7,Medium
6.31,0.06,6.66,2.97,7,211,1,6,6,6,8,7,7,Medium
24.0,2.86,6.15,3.33,18,112,4,6,4,5,6,7,8,Medium
7.15,2.48,4.97,3.85,23,233,3,5,8,7,5,6,7,Medium
6.29,3.15,4.33,3.69,33,107,4,6,4,5,8,7,5,Medium
5.86,2.65,5.06,3.1,7,66,5,7,7,5,5,6,7,Medium
5.6,2.63,4.63,1.7,34,100,4,7,4,6,5,9,8,Medium
5.57,2.73,5.46,2.99,0,120,2,7,3,5,6,5,5,Medium
6.87,0.59,3.5,3.4,15,32,6,4,5,4,9,8,6,Low
6.76,3.31,4.9,3.45,18,92,4,6,8,8,7,6,5,Medium
5.75,1.82,5.38,3.62,12,178,5,5,4,5,7,6,5,Medium
6.12,1.3,3.66,3.22,23,109,3,7,7,6,2,9,7,Medium
4.98,3.78,7.2,4.62,4,84,3,9,8,5,5,5,5,High
5.63,3.19,4.3,3.18,18,127,5,9,8,6,8,6,5,Medium
5.77,1.4,7.08,3.55,32,82,5,6,7,8,7,6,6,Medium
5.18,2.13,6.59,3.05,27,94,4,7,5,7,7,8,7,Medium
6.0,5.25,6.67,2.73,14,213,3,7,8,7,7,7,5,Medium
5.66,3.76,6.36,2.21,0,184,6,7,8,9,7,9,5,Medium
5.53,4.03,5.45,2.11,0,171,4,8,8,6,6,7,3,High
5.3,4.53,5.39,1.2,4,175,1,6,6,9,7,6,6,Medium
5.15,4.41,6.02,3.45,0,187,4,7,6,7,5,5,5,Medium
6.95,1.65,7.68,2.41,20,44,3,6,3,7,6,8,6,Medium
5.99,1.25,6.68,3.93,31,82,5,7,4,4,8,6,7,Medium
5.84,0.39,7.51,3.45,23,75,10,7,3,7,9,7,6,Medium
5.89,4.52,4.7,2.47,28,61,6,6,5,5,6,9,7,Medium
5.09,2.18,5.64,3.2,5,65,4,6,7,5,6,7,7,Medium
6.4,2.3,5.88,2.66,27,132,5,6,4,6,8,7,7,Medium
5.69,4.11,6.27,4.51,27,184,5,8,8,4,7,6,8,Medium
6.23,2.33,4.91,3.87,13,113,7,4,4,3,7,8,5,Low
5.5,2.22,6.29,4.02,0,122,3,7,5,5,9,6,7,Medium
5.58,1.04,4.98,3.74,10,80,4,5,7,3,7,7,6,Medium
6.52,1.43,6.04,2.64,3,147,3,8,6,4,8,5,4,Medium
5.96,2.07,4.55,3.72,22,172,5,5,5,5,9,8,4,Medium
5.42,2.19,5.45,2.79,9,128,4,7,4,6,6,7,4,Medium
5.52,0.91,4.1,3.6,33,112,5,6,5,7,2,4,3,Medium
5.53,0.54,5.31,2.63,35,110,4,7,4,5,7,8,7,Medium
6.26,2.29,5.61,4.25,15,88,5,7,6,6,9,6,6,Medium
5.11,1.57,3.51,3.51,31,81,5,7,6,5,9,8,8,Medium
6.47,2.74,5.65,2.63,34,193,4,5,3,6,8,6,6,Medium
6.86,2.59,5.4,2.99,18,51,5,5,6,6,7,7,6,Medium
5.16,3.3,5.76,1.62,28,112,3,8,4,7,10,7,4,Medium
5.53,0.87,4.95,2.79,5,134,7,6,7,3,6,7,7,Medium
7.61,0.0,5.66,2.47,26,126,5,5,6,6,7,5,7,Medium
6.81,0.0,7.18,3.28,22,154,5,5,8,4,10,8,6,Medium
6.26,3.04,5.98,2.36,0,90,3,5,5,4,8,5,6,Medium
6.62,1.7,6.96,3.15,22,19,6,8,5,7,5,6,5,Medium
5.71,2.35,4.38,1.88,20,20,5,6,7,6,6,7,6,Medium
6.06,2.31,6.41,3.26,7,156,6,5,4,3,7,3,5,Medium
6.93,3.28,4.23,2.27,20,83,6,5,4,5,8,6,7,Medium
5.46,1.44,6.18,3.32,12,42,4,6,7,7,7,6,6,Medium
5.98,1.48,5.13,3.21,9,136,4,7,6,6,6,8,5,Medium
6.42,1.97,7.58,2.82,24,62,6,5,5,4,6,7,6,Medium
6.77,3.17,7.05,2.53,20,33,5,6,6,8,7,7,6,Medium
7.06,2.97,4.92,3.43,29,144,3,4,4,5,10,5,6,Medium
5.9,4.7,6.03,2.19,19,151,2,7,6,7,4,6,6,High
5.72,5.81,4.8,2.56,7,202,4,6,7,6,6,6,5,Medium
5.37,3.35,5.91,3.25,23,238,5,6,8,6,7,7,6,Medium
6.38,2.34,8.02,4.02,10,125,4,9,9,9,6,4,4,Medium
6.08,4.39,4.4,2.5,7,151,2,8,7,6,5,8,6,High
5.05,4.12,6.97,1.47,43,214,3,7,7,9,4,6,7,Medium
5.51,3.82,6.72,1.45,21,112,6,6,4,6,7,6,7,Medium
5.56,4.93,7.91,4.0,0,98,4,9,9,5,4,2,4,High
5.3,1.77,4.77,3.43,10,0,4,7,6,6,7,7,6,Medium
6.71,2.78,5.69,3.75,23,166,4,5,5,6,4,6,5,Medium
6.13,3.34,5.3,2.49,26,76,4,8,7,5,5,9,6,Medium
4.64,1.26,4.9,2.14,25,39,4,6,6,4,8,8,6,Medium
6.0,2.59,5.91,1.93,18,115,6,5,6,4,2,8,5,Medium
5.76,2.92,4.79,2.74,9,48,6,6,5,6,7,7,8,Medium
7.45,3.21,5.09,5.09,7,70,7,2,6,5,5,6,6,Low
7.47,1.83,6.01,3.18,14,115,5,6,5,6,8,7,7,Medium
6.11,4.24,7.3,4.83,27,135,5,6,4,6,6,7,6,Medium
6.63,2.33,6.61,2.07,48,37,5,6,5,2,4,8,6,Medium
6.5,2.02,7.97,3.18,12,112,4,6,5,6,6,7,6,Medium
5.46,0.67,4.62,4.62,31,98,5,5,2,6,4,6,6,Medium
6.74,5.74,5.01,3.97,65,214,3,7,6,4,6,4,6,Medium
24.0,3.41,4.58,4.32,47,29,3,4,7,9,9,8,6,Medium
6.72,5.34,3.6,3.6,56,55,6,6,4,7,7,5,6,Medium
6.19,4.29,4.51,4.51,35,118,3,6,6,6,8,8,4,Medium
6.69,4.53,4.88,3.43,64,157,5,5,4,5,2,8,9,Medium
6.46,7.7,4.6,3.58,46,204,4,6,8,5,8,6,6,Medium
7.19,6.68,5.37,3.14,33,24,5,4,7,4,7,9,8,Medium
6.3,5.06,4.94,4.05,50,142,6,6,6,6,4,6,7,Medium
5.35,7.55,3.94,3.94,46,127,4,7,6,7,9,9,7,Medium
6.35,4.99,4.12,3.82,32,55,6,6,7,5,7,9,6,Medium
6.46,3.87,4.52,4.52,56,147,5,8,9,7,4,4,5,Medium
6.36,5.81,5.15,2.35,41,163,4,5,7,7,7,9,6,Medium
6.28,5.98,3.64,3.64,58,231,4,7,5,6,6,4,7,Medium
6.42,4.56,6.11,2.98,51,155,3,7,7,7,9,7,7,Medium
5.47,6.4,3.14,3.14,33,80,4,5,8,7,2,8,7,Medium
5.74,4.61,4.13,3.37,22,166,5,5,5,5,5,5,7,Medium
6.28,5.52,3.12,3.12,26,177,5,7,7,5,10,9,7,Medium
7.02,5.54,4.45,3.82,21,155,3,5,8,3,10,7,5,Low
5.72,4.37,4.24,3.86,24,262,4,6,6,6,5,7,6,Medium
6.88,2.7,3.95,3.14,41,208,4,6,5,4,4,7,6,Medium
6.31,4.26,3.59,3.59,50,126,1,10,6,7,4,6,8,Medium
6.59,7.14,2.82,2.82,55,133,5,6,8,7,6,5,4,Medium
6.28,5.82,3.78,3.78,65,263,6,5,10,8,5,5,6,Medium
7.14,4.95,4.16,3.7,71,143,1,6,7,5,7,5,4,Medium
5.5,6.43,5.16,3.77,32,66,3,5,5,6,6,5,5,Medium
5.43,7.5,2.59,2.59,32,102,4,6,6,4,4,6,5,Medium
6.28,6.84,4.13,3.88,44,100,3,6,6,7,8,6,6,Medium
5.1,6.0,6.27,2.42,36,156,3,9,7,9,6,5,6,High
4.7,7.88,2.62,2.62,39,203,4,7,8,10,7,6,5,High
5.78,5.09,5.27,5.27,35,251,7,9,9,8,8,5,5,Medium
5.54,6.15,5.78,3.97,28,208,3,8,7,7,7,7,7,Medium
4.42,7.79,5.25,2.83,11,228,2,9,10,10,4,7,7,High
4.82,7.19,2.92,2.92,21,229,2,8,10,10,5,7,5,High
4.78,8.09,4.47,3.22,43,103,3,7,9,9,3,9,8,High
5.1,5.56,3.77,3.56,54,55,3,7,6,6,6,6,8,Medium
6.14,4.61,4.3,4.23,61,223,5,7,5,6,3,7,5,Medium
7.47,7.49,4.63,3.77,49,203,5,6,7,8,7,9,9,Medium
5.42,6.02,5.18,3.7,54,193,8,3,4,6,7,5,7,Medium
6.33,7.41,3.61,3.61,53,110,5,5,7,5,4,6,8,Medium
6.73,4.74,3.1,3.1,0,179,4,6,7,4,5,8,7,Medium
6.07,5.56,3.34,3.34,39,117,3,5,5,6,7,7,8,Medium
7.19,5.82,4.79,4.79,59,33,5,6,4,5,5,7,6,Medium
6.06,6.28,5.05,3.45,52,138,5,7,5,7,8,7,5,Medium
5.77,5.95,4.09,3.97,30,114,5,5,4,5,6,4,7,Medium
4.62,6.8,5.21,3.79,33,43,4,6,7,7,10,6,4,Medium
5.37,4.74,2.37,2.37,75,171,6,4,7,6,6,7,7,Medium
7.05,7.4,3.26,3.26,59,194,5,6,6,7,6,9,7,Medium
6.1,5.19,3.35,3.35,33,174,5,5,6,6,6,7,8,Medium
6.74,5.35,3.35,3.35,39,133,5,4,5,7,8,7,8,Medium
7.05,3.43,5.64,3.58,43,195,4,7,9,6,8,7,6,Medium
6.61,6.3,2.7,2.7,72,155,5,3,6,4,5,8,8,Medium
6.28,7.12,3.15,3.15,50,131,5,8,5,5,5,5,7,Medium
6.29,5.06,3.03,2.94,46,125,4,4,3,7,4,5,5,Low
6.84,5.63,3.28,3.21,52,167,5,6,5,3,9,8,5,Medium
5.32,4.22,3.69,3.69,45,142,5,5,6,7,7,9,7,Medium
6.34,5.32,4.17,4.17,50,135,7,4,6,4,6,7,6,Medium
7.17,4.01,3.0,3.0,44,243,9,2,6,3,5,5,7,Low
5.99,6.57,6.51,3.5,39,0,4,5,8,6,8,4,5,Medium
6.5,4.18,4.8,3.19,44,154,6,5,7,6,8,7,6,Medium
5.29,4.8,4.77,3.29,49,91,5,6,6,4,8,6,7,Medium
7.51,2.83,3.36,3.36,32,138,3,7,10,5,5,6,7,Medium
5.77,6.09,2.58,2.58,45,171,5,6,5,7,7,7,4,Medium
5.8,5.01,4.22,4.22,41,155,2,8,7,5,7,8,6,Medium
7.53,7.09,3.75,3.75,44,49,5,7,5,7,7,7,8,Medium
8.12,4.75,5.5,4.3,44,213,7,5,6,6,8,4,8,Medium
5.17,5.12,5.7,4.22,40,219,3,8,7,9,5,7,5,Medium
5.56,7.48,4.45,3.97,34,213,5,5,6,8,5,6,7,Medium
5.79,5.04,4.89,3.05,38,248,3,6,6,9,6,8,6,Medium
6.27,7.97,5.88,4.11,36,161,4,7,9,8,6,10,6,Medium
5.22,6.54,5.01,3.89,40,232,4,8,9,8,6,8,8,Medium
5.88,7.06,5.75,3.3,31,168,3,9,7,7,7,6,7,High
5.0,9.11,5.93,3.02,34,142,1,9,5,8,4,4,6,Medium
6.69,7.46,5.2,3.58,33,223,5,8,7,8,4,5,5,Medium
5.75,5.65,4.46,3.92,38,145,5,5,5,7,6,4,8,Medium
6.82,4.21,3.04,3.04,26,113,4,6,6,7,9,6,5,Medium
